Ejercicio|Sociedad|Fecha de documento SAP|CAR SUNAT SAP|CAR SUNAT Archivo|Mensaje|
2026|1007|03.06.2026|2053799558101F8050000000895|2053799558101F8050000000895|Registro OK.|
2026|1007|03.06.2026|2053799558101F8050000000896|2053799558101F8050000000896|Registro OK.|
2026|1007|03.06.2026|2053799558103B8070000025230|2053799558103B8070000025230|Registro OK.|
2026|1007|03.06.2026|2053799558103B8050000010188|2053799558103B8050000010188|Registro OK.|
2026|1007|03.06.2026|2053799558103B8050000010189|2053799558103B8050000010189|Registro OK.|
2026|1007|03.06.2026|2053799558103B8050000010190|2053799558103B8050000010190|Registro OK.|
2026|1007|03.06.2026|2053799558103B8070000025231|2053799558103B8070000025231|Registro OK.|
2026|1007|03.06.2026|2053799558103B8050000010191|2053799558103B8050000010191| Diferencia en monto PEN - 5.32 con respecto al archivo.|
2026|1007|03.06.2026|2053799558103B8070000025232|2053799558103B8070000025232|Registro OK.|
2026|1007|03.06.2026|2053799558103B8070000025233|2053799558103B8070000025233|Registro OK.|
2026|1007|03.06.2026|2053799558103B8050000010196|2053799558103B8050000010196|Registro OK.|
2026|1007|03.06.2026|2053799558103B8050000010197|2053799558103B8050000010197|Registro OK.|
2026|1007|03.06.2026|2053799558103B8050000010198|2053799558103B8050000010198|Registro OK.|
2026|1007|03.06.2026|2053799558103B8070000025236|2053799558103B8070000025236|Registro OK.|
2026|1007|03.06.2026|2053799558103B8050000010199|2053799558103B8050000010199|Registro OK.|
2026|1007|03.06.2026|2053799558103B8050000010200|2053799558103B8050000010200|Registro OK.|
2026|1007|03.06.2026|2053799558103B8070000025237|2053799558103B8070000025237|Registro OK.|
2026|1007|03.06.2026|2053799558103B8050000010201|2053799558103B8050000010201|Registro OK.|
2026|1007|03.06.2026|2053799558103B8050000010202|2053799558103B8050000010202|Registro OK.|
2026|1007|03.06.2026|2053799558103B8050000010203|2053799558103B8050000010203|Registro OK.|
2026|1007|03.06.2026|2053799558103B8050000010204|2053799558103B8050000010204|Registro OK.|
2026|1007|03.06.2026|2053799558103B8050000010205|2053799558103B8050000010205|Registro OK.|
2026|1007|03.06.2026|2053799558103B8050000010206|2053799558103B8050000010206|Registro OK.|
2026|1007|03.06.2026|2053799558103B8050000010207|2053799558103B8050000010207|Registro OK.|
2026|1007|03.06.2026|2053799558103B8070000025224|2053799558103B8070000025224|Registro OK.|
2026|1007|03.06.2026|2053799558103B8050000010187|2053799558103B8050000010187|Registro OK.|
